ClusterAlgorithm;DistanceFunction;Used Fields;Tfidf;StopWords;Lemmatized;Synonyms;GermaNetFunction;Word2VecAdd;Word2VecAverage;F1WeightedAvg;F1WeightedStd;CohesionAvg;CohesionStd;SeperationAvg;SeperationStd;SilhouetteAvg;SilhouetteStd;RuntimeAvg(ms)
Neural Gas;CosineDistance;7;true;true;true;false;false;true;false;0.3517;0.0292;34.9585;2.4263;28.046200000000002;4.7676;0.029900000000000003;0.026500000000000003;13.3
Neural Gas;CosineDistance;7;true;true;true;false;true;false;false;0.31120000000000003;0.0;19.724500000000003;0.0;12.065700000000001;0.0;-0.0816;0.0;93.8
Neural Gas;CosineDistance;7;true;true;true;false;true;false;true;0.31020000000000003;0.0;3.9521;0.0;5.5807;0.0;-0.2973;0.0;11.55
Neural Gas;CosineDistance;7;true;true;true;false;true;true;false;0.3276;0.0;18173.6139;0.0;29794.0083;0.0;-0.1826;0.0;11.9
Neural Gas;CosineDistance;7;true;true;true;true;false;false;false;0.37570000000000003;0.0;2.0804;0.0;1.6838000000000002;0.0;0.055200000000000006;0.0;32.53
Neural Gas;CosineDistance;7;true;true;true;true;false;false;true;0.4083;0.0083;3.4083;0.3145;3.3632;0.5339;0.07010000000000001;0.016900000000000002;11.49
Neural Gas;CosineDistance;7;true;true;true;true;false;true;false;0.3831;0.0135;40.7455;4.9085;41.3637;6.8475;-7.0E-4;0.023;11.45
Neural Gas;CosineDistance;7;true;true;true;true;true;false;false;0.2891;0.0;7.7602;0.0;12.9978;0.0;0.015000000000000001;0.0;97.54
Neural Gas;CosineDistance;7;true;true;true;true;true;false;true;0.3032;0.0;1.7991000000000001;0.0;4.0006;0.0;-0.1124;0.0;11.13
Neural Gas;CosineDistance;7;true;true;true;true;true;true;false;0.2844;0.0;7646.8613000000005;0.0;21767.0681;0.0;-6.000000000000001E-4;0.0;11.22
Neural Gas;EuclideanDistance;7;true;true;true;false;false;false;false;0.37320000000000003;0.0013000000000000002;1.9459000000000002;0.0057;2.7212;0.3388;0.1328;0.0129;27.47
Neural Gas;EuclideanDistance;7;true;true;true;false;false;false;true;0.3457;0.0031000000000000003;1.8743;0.277;0.637;0.14120000000000002;0.0591;0.01;10.26
Neural Gas;EuclideanDistance;7;true;true;true;false;false;true;false;0.2679;0.0;46.200900000000004;0.0;55.319100000000006;0.0;0.0883;0.0;11.17
Neural Gas;EuclideanDistance;7;true;true;true;false;true;false;false;0.23670000000000002;0.0;10.370800000000001;0.0;7.9336;0.0;0.0847;0.0;76.69
Neural Gas;EuclideanDistance;7;true;true;true;false;true;false;true;0.2937;0.0;0.9549000000000001;0.0;3.5882;0.0;0.1242;0.0;10.1
Neural Gas;EuclideanDistance;7;true;true;true;false;true;true;false;0.24230000000000002;0.0;5642.602400000001;0.0;9166.8402;0.0;0.2585;0.0;9.05
Neural Gas;EuclideanDistance;7;true;true;true;true;false;false;false;0.3764;0.0;2.2668;0.0;2.048;0.0;0.0786;0.0;24.98
Neural Gas;EuclideanDistance;7;true;true;true;true;false;false;true;0.38920000000000005;0.0;2.5020000000000002;0.0;1.5934000000000001;0.0;0.053000000000000005;0.0;9.72
Neural Gas;EuclideanDistance;7;true;true;true;true;false;true;false;0.2746;0.0;45.4602;0.0;63.7851;0.0;0.1212;0.0;10.07
Neural Gas;EuclideanDistance;7;true;true;true;true;true;false;false;0.24330000000000002;0.0;7.7193000000000005;0.0;16.2804;0.0;0.23040000000000002;0.0;77.96
Neural Gas;EuclideanDistance;7;true;true;true;true;true;false;true;0.24980000000000002;0.0;0.7111000000000001;0.0;1.6598000000000002;0.0;0.0568;0.0;9.84
Neural Gas;EuclideanDistance;7;true;true;true;true;true;true;false;0.2446;0.0;3975.1607000000004;0.0;6182.5079000000005;0.0;0.2656;0.0;10.97

